id,customer_id,amount,currency,status,failure_reason,event_type,days_overdue,created_at
120dd5b4-ce74-4288-809a-c893430e342e,cfa7d86d-ce76-48aa-8c18-3a58298cd798,4773.12,INR,success,,payment_success,0,2026-06-11T07:11:51.175565+00:00
9248cf16-4c4c-4b92-b956-a2fcdd52ae93,6757eb8c-bc8f-4d79-aec6-6be3835f913e,1593.86,INR,failed,expired_card,payment_failed,5,2026-08-08T01:18:51.175565+00:00
939316e6-f8e3-4551-8661-045951d9b434,442c040f-856d-495b-bec8-18ca9bbe0fa5,2140.94,INR,success,,payment_success,0,2026-08-07T07:09:51.175565+00:00
e83ec9a1-db24-40de-9760-b2a4e6c06232,090bf8bb-5e7c-4eb1-8251-cc4f0cdf4a17,5162.88,INR,success,,payment_success,0,2026-08-01T07:39:51.175565+00:00
9eacbb19-ddbb-4ada-83ac-f2e26383a7dd,69603d18-cec2-41bd-803c-55be5b5c7b4d,879.62,INR,success,,payment_success,0,2026-06-11T08:14:51.175565+00:00
cd794cc9-4b3e-4354-9035-b28845a76e55,8766e66b-1e7c-481d-8f40-ad7fc39c90c4,2504.48,INR,success,,payment_success,0,2026-07-10T11:33:51.175565+00:00
2d221408-0d89-42f3-992a-85178eba6df4,2a350e0e-faea-4de6-a91d-d4498dcf54d6,1617.46,INR,success,,payment_success,0,2026-08-08T21:36:51.175565+00:00
c8c506db-adb2-495d-b323-b1cdde01db77,d73b0ede-0670-4e82-ba09-e610fd127012,12857.54,INR,success,,payment_success,0,2026-07-16T06:15:51.175565+00:00
f126192a-0dc2-44b4-a7a0-bd3363b6abe9,15ea42b4-6c14-49ab-b350-2e91c0ef8b81,3339.77,INR,success,,payment_success,0,2026-06-14T13:06:51.175565+00:00
a1726fdf-8144-4f53-9676-beaa7b9f8c9b,482fdca3-7438-45b5-aec1-1dfd30104b69,1712.25,INR,success,,payment_success,0,2026-06-28T03:25:51.175565+00:00
2d475355-98d0-44c5-b9bf-c93925a21ed4,e7636283-b06c-46c1-b04a-4e824bb9b1a7,1458.8,INR,failed,bank_error,payment_failed,9,2026-06-05T16:59:51.175565+00:00
3a548c07-3a9d-4028-8c39-ba82b374392f,e6703f18-a402-4675-8074-ca2947441c69,4631.82,INR,success,,payment_success,0,2026-06-22T00:11:51.175565+00:00
26314b5d-f72a-4722-8487-350be636aa16,39aaec79-cc86-4f0f-b6d8-2a4fccd21a4f,2420.42,INR,success,,payment_success,0,2026-05-27T23:25:51.175565+00:00
261314c2-4377-45fe-bff3-afc6ba7c2cec,e83787ad-9b73-47ae-b737-0662126cfcd3,6102.88,INR,failed,card_declined,subscription_failed,23,2026-05-25T05:33:51.175565+00:00
6cfddfd5-6b7f-4420-835f-6b1389bc9941,f2fe9b8e-7d2f-4c0f-a0e4-85a2b0ca4786,2780.79,INR,abandoned,checkout_abandoned,checkout_abandoned,6,2026-06-21T09:45:51.175565+00:00
922d69c4-37cf-4cae-b6d5-6d61279340f5,e0fda32d-206d-4207-b9db-07de93e4d7b2,520.11,INR,failed,card_declined,payment_failed,13,2026-07-29T12:55:51.175565+00:00
9669062b-0acc-4d6e-9705-82d701d20e45,84fa4d29-84ed-48f5-9f5b-782f6f122d2c,1845.64,INR,success,,payment_success,0,2026-06-01T16:11:51.175565+00:00
5fb3db68-d8b6-4068-aa66-75e6decfc020,8e35cfdc-4023-40eb-b38a-eef932b879ec,3292.62,INR,failed,expired_card,payment_failed,16,2026-06-17T00:58:51.175565+00:00
0a47fbda-a4ba-483d-8f4d-a0639918e41b,c8884a06-915e-458b-8722-2e5413c56d8d,2308.36,INR,success,,payment_success,0,2026-07-11T21:13:51.175565+00:00
5ac41660-352a-4c3f-b82d-7cedc584a29a,a05f73cf-c163-4d9a-bb42-77de0b897029,1183.91,INR,success,,payment_success,0,2026-07-22T03:13:51.175565+00:00
60856d1b-d38e-4265-baa4-91dc5527b7a4,a4ee6219-8b68-4e26-b313-10810297d3b3,2849.72,INR,success,,payment_success,0,2026-07-11T10:46:51.175565+00:00
ad882280-c71f-44e1-b6b1-9d9ac8ae6318,85081c15-5f27-49a3-bff3-a010059c8896,11978.72,INR,failed,gateway_timeout,payment_failed,3,2026-06-23T03:23:51.175565+00:00
916a8990-0175-4511-9097-73853ce0bd70,bb46803c-171d-4572-a3b4-943f0fd26c48,2177.39,INR,failed,insufficient_funds,payment_failed,18,2026-07-16T05:50:51.175565+00:00
8ce6edc6-4352-489b-8d3c-0b31c0656f8a,494cb4ed-0237-4d15-a8d3-2ca487f3ff30,2169.64,INR,success,,payment_success,0,2026-07-17T16:24:51.175565+00:00
61e353fc-257a-4ce9-b908-7cc2a41550d1,e2e10535-a31a-4bc2-bd02-114b11b19eb1,2299.32,INR,success,,payment_success,0,2026-08-20T11:37:51.175565+00:00
6bdc61e6-31f9-472b-8fce-8462d189c39a,a051fc57-432e-4ffc-b74f-5928c4ebecc3,2042.8,INR,success,,payment_success,0,2026-07-14T00:06:51.175565+00:00
3b2b9475-0636-4ee6-beb7-b7a968ecbe11,95097a2a-14fb-4f5f-82c7-47552f9199aa,1022.24,INR,failed,gateway_timeout,subscription_failed,30,2026-07-22T02:03:51.175565+00:00
be5d53ba-e0e0-405e-ab4e-a964fda336b6,ca858d51-369b-4bb8-a7e4-ce3e5a7f6bcd,13889.16,INR,success,,payment_success,0,2026-07-26T23:36:51.175565+00:00
d2f7c552-931e-4eaf-9d8a-c7f3e61facf6,518efb52-bb51-4593-917f-c2462ab1ae03,4866.56,INR,failed,gateway_timeout,payment_failed,21,2026-07-12T01:12:51.175565+00:00
37f02abb-8c62-4fb6-99a6-6326f6943a37,aa07fa34-bc74-44e5-a15f-b14eff0d185b,3874.7,INR,success,,payment_success,0,2026-07-22T18:11:51.175565+00:00
9563e0e6-127d-44fc-abd7-f49ff4dae839,9b5ff858-dc36-4190-8652-87f69df14231,1799.77,INR,success,,payment_success,0,2026-06-30T18:52:51.175565+00:00
ca83f441-931b-4318-b226-7bf94d62bc0f,dc45705b-727e-4522-acc5-3fc139cafaf6,10220.42,INR,success,,payment_success,0,2026-05-26T10:14:51.175565+00:00
35f3c592-7f55-4388-81f7-86414d796067,5a406edd-2f0d-413a-a6e2-cfcfbb20a384,6045.04,INR,abandoned,checkout_abandoned,checkout_abandoned,6,2026-06-21T18:16:51.175565+00:00
00952c06-3c2f-41eb-82e9-15437d7a467f,26c1b282-b72b-4a2c-942a-012fc2199878,671.47,INR,success,,payment_success,0,2026-08-09T10:50:51.175565+00:00
29d55929-0f68-4fdb-ad81-a505aa6d6d22,bf82e14e-5f1a-4213-b127-f3079a9656d3,1647.69,INR,success,,payment_success,0,2026-07-29T14:17:51.175565+00:00
29725996-8fcf-488b-a1ba-2777c2da5f0f,6df16212-bc7f-46ce-a551-345669d52d33,4729.25,INR,success,,payment_success,0,2026-07-20T08:19:51.175565+00:00
f2361b6f-6823-4b7d-8704-6d074bbfd4cd,030613b9-6311-401a-a716-76caad69bd78,1802.55,INR,overdue,payment_overdue,invoice_overdue,37,2026-07-27T22:46:51.175565+00:00
ad35721e-aa92-435b-9f19-45c2003d0962,98e900c1-078a-45c0-8270-61d87500b93c,2623.43,INR,failed,insufficient_funds,payment_failed,14,2026-07-03T03:54:51.175565+00:00
0aa25198-2664-4cb1-a1ee-0c2eeff2aa11,d57d24db-98e5-445a-a94c-74318c758a8e,2026.27,INR,success,,payment_success,0,2026-08-08T22:06:51.175565+00:00
c46fbed8-c8ab-4dae-802b-1b1f1abf7b97,fbbcc04e-8d97-4b37-bab5-79b88d1f537f,2786.28,INR,success,,payment_success,0,2026-06-19T15:21:51.175565+00:00
50c10609-732f-44b8-a158-12d1ee7116fc,e6d2486e-2fd6-4a37-b3d4-93ff76a2eb04,3226.63,INR,failed,insufficient_funds,payment_failed,13,2026-07-15T23:23:51.175565+00:00
cf6ed69b-df6f-4737-b3c6-d89088f2f4e1,1dd38242-ee2e-41a6-b4b0-5d640719714a,2985.17,INR,success,,payment_success,0,2026-06-19T08:41:51.175565+00:00
a8f84332-2d40-4e2d-8475-fdffb17a232e,3080205d-52e1-4536-b58c-0c79e9156753,2471.8,INR,success,,payment_success,0,2026-08-22T00:13:51.175565+00:00
bb5868a7-7c8c-4075-9c27-65e7d6f0a95f,00313643-6a6f-4258-b9b6-f8f15d62c51f,4573.85,INR,abandoned,checkout_abandoned,checkout_abandoned,8,2026-06-10T09:12:51.175565+00:00
b409a0a7-699a-4701-85a2-765be3c47feb,d733097a-f3b4-454d-a027-c354c6b7c47b,1593.62,INR,overdue,payment_overdue,invoice_overdue,34,2026-07-30T10:23:51.175565+00:00
66774407-ea13-4900-845f-5fc2995eef43,772dae05-07d6-41d6-9bca-b6de2fe3556a,2134.96,INR,success,,payment_success,0,2026-06-08T02:00:51.175565+00:00
14f217ca-ac9b-490c-b976-e8b861a6b4c7,3513a99b-0710-4f89-a177-a9df8ab6527b,2139.86,INR,success,,payment_success,0,2026-07-11T07:17:51.175565+00:00
d6fe8a9a-0ec2-48c1-bf18-451109ccffcc,921f0535-c0f9-4a0d-a410-99da1f9e46b2,894.15,INR,success,,payment_success,0,2026-08-12T02:57:51.175565+00:00
93e28ea8-bdb2-4b76-be17-9b4ff773a223,0ca30f5b-6eca-41d4-8707-2df2eca239cb,1977.65,INR,success,,payment_success,0,2026-06-07T01:14:51.175565+00:00
94ba3e3c-6036-4712-9a60-dffb4027e2ab,5c70de28-ae46-4fe9-8219-5d238f4df99b,18822.88,INR,success,,payment_success,0,2026-08-02T15:51:51.175565+00:00
e05fdadc-b4bf-4ed6-bd5a-a0506cd8ea1c,d9698d12-08e3-415a-b0f5-6e383c5def90,7009.43,INR,success,,payment_success,0,2026-06-21T07:39:51.175565+00:00
8dfd4500-cc56-4aab-ada2-9944a55d14ee,3dd7dce3-9b79-4f50-88e4-9a13639c640f,3124.57,INR,success,,payment_success,0,2026-07-02T21:55:51.175565+00:00
a75daac4-86e9-4cc6-88f6-7230300b109c,2b284cdf-18cc-4abf-8b47-204b6cfebc56,1341.72,INR,success,,payment_success,0,2026-07-22T21:28:51.175565+00:00
1d97fbbb-9e78-418f-bc7b-01059f06b872,420eee25-09b8-4f9e-bf55-fa5b5ce73f4a,4958.59,INR,abandoned,checkout_abandoned,checkout_abandoned,2,2026-05-26T12:17:51.175565+00:00
55bc5687-608d-4564-9bb7-7e03f61fbc60,988290c1-5211-457c-99f6-af3244178ecd,4926.97,INR,failed,expired_card,payment_failed,14,2026-08-02T21:12:51.175565+00:00
72c7a38a-3192-474f-a6be-dc358cfdf915,314e2088-ae73-4953-a75f-98c89d2132dc,8260.53,INR,failed,gateway_timeout,payment_failed,8,2026-08-21T18:03:51.175565+00:00
eea66a68-defe-4f03-a23e-adc852fdcdff,8cbe2f4c-b7b3-4cd2-9105-cd502f407440,1903.53,INR,failed,card_declined,payment_failed,26,2026-07-28T09:03:51.175565+00:00
6e679446-51b1-4930-ba66-05b796c2a5e7,ba467946-dff8-498b-ae2d-1bca286c9bd7,4451.72,INR,success,,payment_success,0,2026-06-23T11:13:51.175565+00:00
436e9f02-f7df-4090-9f75-baa613ca56ce,c7f6d885-e591-4c28-b5dd-2c7c662b9fbd,2351.99,INR,success,,payment_success,0,2026-06-23T01:49:51.175565+00:00
28da8779-61d4-4c81-a0ef-8238fd9004e5,82f21ea6-3dff-4b0e-95ea-33f5e0406cda,1571.9,INR,success,,payment_success,0,2026-06-24T07:39:51.175565+00:00
e2450eee-a48b-4caf-babc-912b6eb00fc1,8162d1b0-4b96-477b-a74c-cd1f2c03d85a,4800.52,INR,success,,payment_success,0,2026-05-27T00:06:51.175565+00:00
882560a6-4938-4f21-a3af-9edfb1eb2c3e,19922dd9-d01c-4cfa-a1c9-797542c0374c,2293.37,INR,success,,payment_success,0,2026-07-15T10:12:51.175565+00:00
1f6f2a20-c486-40d1-9d3a-3e3885aee262,0a3a64eb-2d75-47dc-a93b-10706bdeb6e9,4086.26,INR,overdue,payment_overdue,invoice_overdue,42,2026-08-19T22:44:51.175565+00:00
e2055b42-fc0d-463b-980b-19dff41d76ca,38955dc0-07af-434b-a9a6-9ae98378adc3,13385.52,INR,success,,payment_success,0,2026-07-11T12:26:51.175565+00:00
b839eaf8-23ea-4b69-b3a7-6180c9553115,330900de-85a1-4483-9a4c-aa3cb9b399ff,7605.39,INR,overdue,payment_overdue,invoice_overdue,5,2026-06-16T04:21:51.175565+00:00
3d907c42-8344-4413-b5c5-f6a73fce1b59,1fb7a68c-d17f-4214-a785-0e1cf066e489,7518.35,INR,success,,payment_success,0,2026-06-11T04:00:51.175565+00:00
79d4e531-6758-4c0b-bc9b-b4b63ff1c3f0,7fa29f11-bb0c-4d8e-aff7-3827205d28de,2255.52,INR,success,,payment_success,0,2026-06-25T01:27:51.175565+00:00
514540d9-71d8-4ea7-a93b-2be86b183240,59f74774-8c60-4c79-a380-b302320018fb,3270.07,INR,failed,expired_card,payment_failed,23,2026-06-28T00:12:51.175565+00:00
4da2799c-77b0-45d6-8b16-b14a934c8884,28eece2b-95f1-442c-97af-52332a4934fc,953.61,INR,overdue,payment_overdue,invoice_overdue,27,2026-08-22T17:23:51.175565+00:00
6ec45fa0-74d5-4c74-a57e-a76a1cf3a1f1,7710573f-68c0-4e38-8305-1de21968ce96,6304.44,INR,failed,insufficient_funds,payment_failed,15,2026-07-14T19:56:51.175565+00:00
50ec38e5-3ec1-4220-95be-00873449cccb,bd7bb962-6040-40e2-aea1-a5678da4d69c,2280.17,INR,success,,payment_success,0,2026-06-23T14:54:51.175565+00:00
c6c37497-4604-4b0b-85ac-82be8831cf85,baa1ad2d-937a-47dd-9152-f71078e193d5,2291.76,INR,overdue,payment_overdue,invoice_overdue,43,2026-08-11T14:20:51.175565+00:00
c0fdc73c-4e19-4dce-b4aa-813bd4287dbe,5c221ed2-04f5-4350-aaf3-8a584975d21c,5524.14,INR,success,,payment_success,0,2026-07-13T02:45:51.175565+00:00
fcaa9b28-1699-4f5d-a267-dca9f3e46e21,6956ea48-028c-427a-96e1-8c20e7f45a23,3840.24,INR,success,,payment_success,0,2026-06-04T12:39:51.175565+00:00
6aa1faf1-4bec-4bde-9be2-d8c3abdf7f46,49bbe274-519e-4f67-b1b8-3c8b370132da,6402.59,INR,success,,payment_success,0,2026-06-20T21:16:51.175565+00:00
646266ce-5d19-43b2-ab0e-5e0de850f102,bae2e0dd-4b35-47e8-8fd5-48f5f879cdae,3292.65,INR,overdue,payment_overdue,invoice_overdue,8,2026-06-09T17:08:51.175565+00:00
0ffff263-efc6-4d89-bfb5-15a1b830bf3d,a68c3e7b-b6c8-4b6d-86ba-15f7f0ebb092,6202.09,INR,success,,payment_success,0,2026-08-05T14:38:51.175565+00:00
75da7370-8233-4041-9af5-9643742f1b37,3cf6d8f8-392b-4d23-a3d5-ddc9d363f847,2141.79,INR,success,,payment_success,0,2026-07-08T14:51:51.175565+00:00
37f1a778-9a18-42cd-a49f-b404384befe6,d8958cd1-3a6c-4cb3-b1ae-08522ba9b348,2882.57,INR,failed,card_declined,payment_failed,10,2026-07-02T06:21:51.175565+00:00
2c694d02-e1e1-4270-898f-352b1a132561,dfa27d93-cbc3-49b3-b300-7cbee0fb845d,1834.51,INR,abandoned,checkout_abandoned,checkout_abandoned,3,2026-05-25T05:24:51.175565+00:00
3cbde15b-3ed1-49f4-a700-62c50849df1f,d936e859-7654-4e69-b757-6911ac06097c,3891.07,INR,success,,payment_success,0,2026-06-04T03:35:51.175565+00:00
2347e240-55d5-4a27-9037-1d348c561c47,71db7dd4-d6ff-4247-a63d-208abf733c2d,2343.96,INR,success,,payment_success,0,2026-07-10T03:21:51.175565+00:00
0183631b-17fb-4dd5-89b1-cb2fcfff9397,9f056ff3-3fcc-4338-8a87-3422937d44da,537.95,INR,success,,payment_success,0,2026-08-13T15:12:51.175565+00:00
13cc9309-d859-4056-a74f-215fe093fd24,7d186875-bf61-4926-a5b6-95920845bff2,3730.4,INR,overdue,payment_overdue,invoice_overdue,38,2026-07-07T05:26:51.175565+00:00
a40f3e5d-6400-43f2-b17f-1cc3177d0a6e,2a8c7114-4f3d-431f-8393-8b24c8cde9ff,751.99,INR,success,,payment_success,0,2026-07-05T21:41:51.175565+00:00
775fade0-bfc0-4b23-9a64-a0ecde100ef3,13046299-9c0e-4a3b-9bf6-5d8b100809e4,2576.14,INR,success,,payment_success,0,2026-08-08T21:51:51.175565+00:00
8aa3e072-e10b-481a-916b-158d1dee66ae,a4f5e47c-6405-4cee-8752-c4c1a1966a73,3568.64,INR,success,,payment_success,0,2026-08-07T02:38:51.175565+00:00
2860a287-adca-461b-92e9-517773f07cad,6d9b8ef9-d39d-45f6-a461-bcb38ba5208c,3449.48,INR,failed,card_declined,subscription_failed,20,2026-06-30T18:29:51.175565+00:00
ec85fc3f-14b1-410a-ae31-9ae29fee752b,9bc9ab32-0509-4790-8eda-5a04656d2f38,1710.16,INR,success,,payment_success,0,2026-06-30T23:12:51.175565+00:00
4fd54973-b653-443e-a4c5-c76d503ed363,ee4973a5-7b14-437f-b909-7184253b3e62,8762.37,INR,success,,payment_success,0,2026-06-08T16:44:51.175565+00:00
41cebdd1-f8e7-43af-8c82-2e2f3cca716d,5d801924-fb64-47e7-be1e-2d948516c24a,907.64,INR,failed,gateway_timeout,payment_failed,6,2026-06-02T20:49:51.175565+00:00
dee58705-1ab3-44aa-99b1-ea7a157e2b70,8b23b500-bd7b-4b34-bd7f-ad4cf5482a89,3401.56,INR,failed,card_declined,payment_failed,3,2026-05-31T07:46:51.175565+00:00
d5acef99-89fb-4dba-8581-5d40b7e62750,b8fc330f-e43a-4119-b50b-b062fa28f32f,980.32,INR,failed,expired_card,payment_failed,14,2026-08-08T05:18:51.175565+00:00
db66f6e6-5883-4703-b295-de28d8467845,ce90e5a1-45d0-4cca-ba0e-cea99b853fcb,11037.13,INR,abandoned,checkout_abandoned,checkout_abandoned,6,2026-07-27T18:57:51.175565+00:00
24ad8f53-c567-46aa-b0e5-3a25a80a1875,cd166959-1303-4e7a-9f6e-c0e7594ee336,3241.91,INR,success,,payment_success,0,2026-08-04T13:20:51.175565+00:00
50cfece4-fb77-49cc-8382-4a0a97a65e13,c810fd1a-ebb1-4dd1-a428-326f0a29e60c,1657.87,INR,failed,card_declined,payment_failed,7,2026-05-26T04:52:51.175565+00:00
a1057b42-c1f7-4a5e-8196-1b1033566b42,0d98b569-70c9-4726-91a0-b35779a51dc7,11382.88,INR,success,,payment_success,0,2026-06-19T20:44:51.175565+00:00
b0d4ce3c-20cb-4b53-81dc-ba55adad3062,eb49df56-06dc-4f2d-8ba3-572e8c92724e,1320.45,INR,overdue,payment_overdue,invoice_overdue,35,2026-08-10T22:19:51.175565+00:00
b8e1ab99-2d7c-4ed5-b464-6a2d611ecd8c,f336d5e7-1a5c-4552-9de0-696bb69eb90c,3659.55,INR,abandoned,checkout_abandoned,checkout_abandoned,2,2026-06-20T19:19:51.175565+00:00
64cc1f4f-836c-4cef-8ff8-ad33de3243f0,6558b0dc-0bbd-4d2a-b2f1-cb45edaa3929,2931.5,INR,abandoned,checkout_abandoned,checkout_abandoned,1,2026-06-14T14:14:51.175565+00:00
523c7a02-3e78-4f78-819a-fa14a683f59c,2b3a3282-16c3-4a49-b774-1f4ec683bad2,824.24,INR,failed,expired_card,payment_failed,24,2026-06-11T06:29:51.175565+00:00
d5e0234d-0376-4363-8f67-273f57bf9e48,18c2941b-c0a1-4fc7-8fea-1a956c6a5b5b,5214.08,INR,success,,payment_success,0,2026-08-15T13:40:51.175565+00:00
d5969773-85f0-4195-b336-3844353a866e,089f99d9-2608-48c8-83bf-d73ff27df593,1485.6,INR,success,,payment_success,0,2026-06-13T21:16:51.175565+00:00
752858d1-1d10-4b65-9b1c-da19d8fc6729,160a592c-dd3f-4263-9304-6c1cfa946e50,846.45,INR,success,,payment_success,0,2026-06-23T09:51:51.175565+00:00
b90df7a1-3749-445b-8c69-25a1a7487c5f,d056dbf9-b242-495e-b63b-22a38ba08deb,5691.74,INR,failed,card_declined,payment_failed,19,2026-07-31T21:12:51.175565+00:00
aa37cd4e-7e24-4f62-a2e9-7784b2038049,252873c1-031e-4321-93ae-19580a4fbc6f,1582.13,INR,success,,payment_success,0,2026-08-03T20:21:51.175565+00:00
9da107c1-2723-41d6-95af-5c9f7c835bc7,f9d4bec4-9d54-46d0-b0ca-0b4f7be34184,3721.79,INR,abandoned,checkout_abandoned,checkout_abandoned,13,2026-07-27T23:23:51.175565+00:00
9ce8eb62-51bd-47b2-8677-2b746218221c,8d565c3f-84a2-4ede-92f6-f6b0fc395bd0,1875.12,INR,failed,card_declined,payment_failed,3,2026-06-18T10:02:51.175565+00:00
7f309280-a030-4c57-8bde-dd871e851de1,c362920e-beda-4c25-9792-ccb3beaf9947,1467.41,INR,success,,payment_success,0,2026-07-04T06:56:51.175565+00:00
56f740ba-d7d1-41b4-b1d9-c97a96dfa6c2,5532db42-47d4-464b-b4b2-5353a812a48c,912.28,INR,abandoned,checkout_abandoned,checkout_abandoned,11,2026-07-10T17:38:51.175565+00:00
daa491c4-b5b0-44da-a287-9fb98020d300,2edc1a6c-839e-4e0b-8de3-94af57b9ead4,993.3,INR,success,,payment_success,0,2026-06-14T14:26:51.175565+00:00
a84a41f7-b2ad-48b6-8af5-004d70c369e5,28b3a532-76c3-4515-a7f0-1aa8397e0a03,2235.94,INR,success,,payment_success,0,2026-08-02T03:48:51.175565+00:00
0663d9f1-837c-4fd6-a371-c3ff6519fb3a,26a042e6-9937-44ee-927f-3238af5fda97,2628.52,INR,success,,payment_success,0,2026-08-01T00:44:51.175565+00:00
1c75a7a4-0621-4135-9014-2626c48b6138,b22edce5-02e4-48f5-871c-7cf02f2a49ef,4605.55,INR,success,,payment_success,0,2026-06-23T14:37:51.175565+00:00
0832964a-1d8c-4bd9-aba1-ef08701ff27f,e279dfc1-7bd0-4f82-b1c2-fe4d9c263ba5,1885.88,INR,failed,bank_error,payment_failed,11,2026-07-19T13:03:51.175565+00:00
0b6cfc8e-4e6b-4144-96b8-731ea3d162ee,ed5ae1eb-3b46-4a80-bd7b-cfc14a5545d9,3060.4,INR,success,,payment_success,0,2026-06-12T04:26:51.175565+00:00
1df5061b-8857-4568-ba2b-feee08b73e0f,ea5dee8b-8bc4-476e-b633-4cca37dcbbfb,5104.65,INR,success,,payment_success,0,2026-08-19T13:16:51.175565+00:00
f4a8f82f-75ff-440d-8b12-bb795ee38ac0,a2edf496-2313-4ebb-b626-067af252e972,1597.11,INR,success,,payment_success,0,2026-06-03T10:49:51.175565+00:00
bbe39bfd-118f-4c62-902f-f6cbca9cdae9,9e2671e6-8cc0-4f1e-af1c-d2be6b91f132,3296.61,INR,abandoned,checkout_abandoned,checkout_abandoned,11,2026-08-15T02:12:51.175565+00:00
0bb6911d-459f-40df-a8de-977e7fc50187,fab2a55f-b196-49a2-b4b2-c74286ad2181,1602.23,INR,success,,payment_success,0,2026-07-01T00:35:51.175565+00:00
d5df9182-8d54-48af-b7a8-28da07767ab6,236a9f54-4f67-4a36-ad3b-852a8467ce7c,1255.65,INR,overdue,payment_overdue,invoice_overdue,41,2026-06-29T14:30:51.175565+00:00
b43b553b-36ee-430e-98df-d06471cd6f83,50cd6b76-b21b-4038-9dae-24d4161ed116,3140.66,INR,success,,payment_success,0,2026-07-06T11:40:51.175565+00:00
c39b8de5-2e79-47f6-9908-48cc52b3b76e,f1a4a126-19d5-4fd2-9c22-296f4bc7e1e6,2672.83,INR,success,,payment_success,0,2026-07-24T11:20:51.175565+00:00
a0ffc83d-df88-484c-808f-71747b5b85e1,c40b732e-b993-4bab-ac49-645270648fc2,10067.31,INR,success,,payment_success,0,2026-06-11T13:01:51.175565+00:00
71e42b0d-5cf7-4700-89ef-a7c489fa895f,313d78e2-b5a4-4b81-b137-c43068ddf25f,6796.77,INR,success,,payment_success,0,2026-06-27T07:48:51.175565+00:00
a8dead1d-0e64-46b3-8547-cd3b6affba6c,c274da16-6a91-4d39-95fb-4085bc9bc937,7980.53,INR,success,,payment_success,0,2026-05-31T22:27:51.175565+00:00
42a923ef-05f1-4746-868a-67825ab0c173,702f181f-7fba-471c-b4d2-ea828d5b0d0a,3436.25,INR,success,,payment_success,0,2026-08-11T10:50:51.175565+00:00
889ab65b-6f4a-4817-b20b-a8d7a1714dea,13046299-9c0e-4a3b-9bf6-5d8b100809e4,1396.62,INR,success,,payment_success,0,2026-06-28T00:27:51.175565+00:00
ccc41670-2f2f-4c5e-8473-b93f68d143a1,85b4ab69-58c3-419a-b4c2-a6ee69686a08,5746.73,INR,success,,payment_success,0,2026-07-28T19:43:51.175565+00:00
43e5675d-31eb-44c7-885b-fae65af1689a,ad1d3bd2-5116-4db6-b651-255c586b8292,2717.8,INR,success,,payment_success,0,2026-08-20T02:33:51.175565+00:00
73fe9a2e-b912-4d3a-b5dc-7279dc6cb5c0,49a17249-96d7-4afe-a2aa-241c6cce091f,5831.34,INR,failed,insufficient_funds,payment_failed,24,2026-07-30T22:52:51.175565+00:00
56b428a3-5c01-4a59-b2c9-68490446bd8d,b1ecde4d-62ce-4d1a-b648-a7591bfbab70,4065.07,INR,failed,insufficient_funds,payment_failed,5,2026-06-23T13:02:51.175565+00:00
