id,customer_id,payment_id,risk_level,recovery_probability,status,assigned_channel,amount,created_at,recovered_at
b5b7823d-d3e1-41ce-b674-0f396a3a93a4,769e5607-94a1-4357-a703-abe2fa0fcbb5,d878650d-0113-436f-8fe8-aa7c98f75536,low,0.743,recovered,whatsapp,1297.09,2026-06-24T16:22:51.175565+00:00,2026-06-26T17:22:51.175565+00:00
b7525531-5443-4a98-a236-768e1095d536,3a4a480c-8f94-4637-a062-4b5ac79c188a,d351f16a-731d-4728-a4ef-704ce07e9ef7,low,0.895,recovered,sms,2082.82,2026-06-08T12:49:51.175565+00:00,2026-06-10T06:49:51.175565+00:00
9f2a7eda-24bb-430b-aff1-d585ce53dfa6,843ab3cd-5f8f-47e7-96ec-d08ec049e20f,76048d62-c01e-43ad-942b-0f0b68f2af0b,medium,0.53,recovered,whatsapp,6251.44,2026-05-25T05:26:51.175565+00:00,2026-05-25T15:26:51.175565+00:00
af3d9b9f-c32f-4f11-bbea-d8c9b3387c41,e4982da0-def5-41e6-b420-1bedd86d2531,d08f5621-21a1-4d48-8e53-6dade10cd927,medium,0.618,recovered,whatsapp,5495.39,2026-08-08T20:52:51.175565+00:00,2026-08-11T04:52:51.175565+00:00
52b53038-5bbf-4862-9e04-466628ad3908,fe939ab5-3ded-4652-89e3-a97b2c587875,43404fe8-9a64-4c2d-b38a-2b3683026d60,low,0.821,recovered,email,1229.67,2026-06-24T23:20:51.175565+00:00,2026-06-25T13:20:51.175565+00:00
55da484d-e76b-4af6-9768-b2a66ec5e6df,78c7a0a8-359f-4f98-9ed3-cab2f242ec1a,707ac141-1cd0-4166-8628-c3b585b9c4e4,low,0.772,recovered,voice_call,866.03,2026-08-17T10:32:51.175565+00:00,2026-08-18T10:32:51.175565+00:00
424e4693-7467-42ce-b0cc-8543cb97dea1,b62b387d-aeae-4c30-813e-ae7ee5b46a22,28e50557-7fd3-4285-be12-12eec9c23223,low,0.721,recovered,email,1388.52,2026-08-02T09:36:51.175565+00:00,2026-08-03T22:36:51.175565+00:00
657863aa-52e7-4695-a3d8-412fa67ccd08,fcc70dcb-7caf-4ea2-b753-6a4f4683c104,f962e7a3-28dd-4e8f-bcbf-65cd5a61c502,low,0.74,lost,email,1724.65,2026-06-07T22:03:51.175565+00:00,
acd73ae7-3cf1-4b95-921e-2938172cf561,f3aeff41-9fed-4fde-9ebb-d6cec60cc720,70765059-079c-487a-a530-b98b3dc4a491,low,0.741,lost,whatsapp,2110.18,2026-08-18T17:37:51.175565+00:00,
0946bac5-a3ad-4825-9869-ae6fb4e2109e,09a2bff3-eba3-4122-833b-4c7a132aa866,01553f28-0956-4845-afbb-eaf9f4c4c995,low,0.788,contacted,sms,1882.39,2026-08-22T23:25:51.175565+00:00,
b31e3ca7-6558-43e3-9dff-41f7fd380e8f,a461be64-556a-4b37-9192-c86eeebd743b,0017ab90-cadf-4fff-87d4-0b78ce1166a4,low,0.762,recovered,email,3523.62,2026-06-20T11:21:51.175565+00:00,2026-06-21T14:21:51.175565+00:00
36dcd09b-8b14-4fca-bace-9acbeb396f6d,36ef2b33-b85e-4942-9581-50b875a00ecc,1c9b27d5-bfe9-455d-8b8d-2547599690c7,medium,0.487,recovered,whatsapp,1429.29,2026-07-03T15:50:51.175565+00:00,2026-07-05T10:50:51.175565+00:00
89648da6-d6be-4d4d-8541-9804b1d32edc,44a3a311-90bd-4fba-9dc0-140a3a2174da,5434ef29-5288-4c59-9d5e-91611539116d,low,0.705,recovered,whatsapp,7302.44,2026-08-18T02:14:51.175565+00:00,2026-08-18T16:14:51.175565+00:00
c0afe2e6-59f1-45a3-b640-f6963b6e81b7,f57c5a0f-0004-48f0-baf6-27f024a0e4c9,f0467b6d-cd0f-4ffc-abf3-099410414245,low,0.826,recovered,whatsapp,2348.59,2026-08-05T16:02:51.175565+00:00,2026-08-07T17:02:51.175565+00:00
4323d3c8-0b8f-44dc-abb0-49f11cd533ad,536dc763-5eeb-418a-b235-e739004a2d79,7e02ec7b-67a9-4f0d-af3a-1873c3f658d2,medium,0.557,recovered,whatsapp,499.0,2026-08-15T04:17:51.175565+00:00,2026-08-16T04:17:51.175565+00:00
dc0bbe25-faf7-4592-9283-b883aa324d3e,5d68270d-b5b3-4a5f-bcbe-8ea088a39340,d56317e7-a279-4629-a892-2d8f5ec6901a,low,0.775,recovered,voice_call,1072.23,2026-08-03T10:49:51.175565+00:00,2026-08-06T06:49:51.175565+00:00
c9358400-b0fb-4924-9fed-aa554cde9f63,36249b2a-6a3e-4eca-a084-9917995feb10,2f74c5e6-5089-4bd0-95b5-fe9b102a2a6c,low,0.815,recovered,sms,4131.87,2026-07-10T01:48:51.175565+00:00,2026-07-11T09:48:51.175565+00:00
15789293-8e8a-4844-abc6-738437469093,63e94169-a7e9-4e4d-afce-31a86e633578,96008ee4-69bf-442a-a301-a1363d1d15d5,medium,0.522,lost,whatsapp,1841.04,2026-06-10T00:11:51.175565+00:00,
f152a59c-7ae9-4d6e-8682-8a878bdd0983,0a9ffb17-e4ab-492e-a096-b40fc27c437c,55ae81f5-5a7e-47a3-a31c-abc6c8345ef6,low,0.813,recovered,whatsapp,905.08,2026-08-13T07:11:51.175565+00:00,2026-08-15T09:11:51.175565+00:00
002ad51c-b310-4b9f-90f9-bd62324cc70b,b81d2542-fb7b-4c37-8fe4-5a6eb847d074,bb0da58f-ef00-4b8d-9925-ce18e30e7776,low,0.75,recovered,whatsapp,3178.88,2026-05-30T00:55:51.175565+00:00,2026-05-31T19:55:51.175565+00:00
b10c1e28-cd0e-4931-8361-d6c60ebfad9b,5d3b3c99-6b50-4ed1-95c5-f52bc7b84e92,670b2608-8a98-46da-9535-c3a73054d576,medium,0.612,recovered,email,1174.45,2026-07-25T09:32:51.175565+00:00,2026-07-27T10:32:51.175565+00:00
972beacf-f79a-400b-9963-0f8458b6db14,32f311f2-e89c-489a-9594-339fb146536c,bbbe0d8c-40a8-489f-bef8-e6494a3c2998,medium,0.516,lost,email,1393.12,2026-05-30T13:44:51.175565+00:00,
2f10f946-2e59-4ba3-bd78-d3269edf2437,134c711f-f393-4dc1-bae0-d3109117c5c2,2b5694cb-b98a-4e30-9484-7d52a42e6644,medium,0.616,lost,voice_call,23097.29,2026-08-11T19:38:51.175565+00:00,
08940bdf-1341-47f2-8b40-d442bfa145aa,4abe8515-d53b-46f3-ab7e-bb4184d7c1f4,b9408932-cc6a-4286-aa83-bc2e9625b0d1,low,0.86,recovered,sms,1873.27,2026-07-15T04:07:51.175565+00:00,2026-07-15T19:07:51.175565+00:00
d5b7d3ef-43e0-44d2-983e-89f2cd040336,02ffc144-3ccf-4119-9b7e-e35c3b597d47,edc090be-6ab0-4576-bd58-e3eb27bf8528,high,0.093,lost,whatsapp,26061.56,2026-06-14T10:29:51.175565+00:00,
2af0e819-8f10-43da-87b6-0f9dbc13b83d,99881a77-6250-4357-8138-82d0a82c355e,ffaf2249-4d3b-4627-8c4f-df8a512a8387,medium,0.445,recovered,email,536.33,2026-06-10T17:14:51.175565+00:00,2026-06-10T23:14:51.175565+00:00
218e638d-81a8-4f24-8145-48dce7dc9836,6e7ce101-95aa-4096-a6e4-2a785d020d1d,c69abad8-6139-4128-bd36-8cea22d19852,high,0.314,lost,whatsapp,1191.62,2026-06-20T21:53:51.175565+00:00,
7b6999ab-29b5-4e7a-962e-c699aa72d695,e1c1c47f-ff66-492b-8f62-193e000c8e83,87451f79-c5c8-49a1-aae2-ee771747a0d0,low,0.659,recovered,sms,5424.67,2026-07-02T23:47:51.175565+00:00,2026-07-04T15:47:51.175565+00:00
9a318710-7178-492d-b9bc-650e5125d4b1,d83320c5-c776-464f-804d-096938d07059,7c7e495f-284f-4386-ac71-3743ee92dd07,medium,0.609,lost,email,3976.47,2026-08-11T09:00:51.175565+00:00,
b969b2c0-6d08-4d90-8c72-83baed2c1f19,161d17ae-0109-47af-bc13-ebee55f43225,c756cadf-87b0-4266-b543-6c59b833b305,low,0.771,recovered,whatsapp,1422.99,2026-07-02T18:05:51.175565+00:00,2026-07-04T12:05:51.175565+00:00
659a422d-e97d-4305-a1bb-a3130049dcf0,a0ad1831-12f3-4857-8537-8d2f75eda550,a2c3f408-cb3e-4618-b657-7554fbf3f990,medium,0.424,recovered,email,5706.03,2026-06-24T22:56:51.175565+00:00,2026-06-26T18:56:51.175565+00:00
2130ebb2-df9a-4fde-be05-8fa168cfba60,47d1a66f-fa14-4f67-80c3-2c903f83e20e,47c84f6e-399d-4b23-b632-8f9abafdd089,low,0.678,recovered,email,2056.05,2026-06-24T16:17:51.175565+00:00,2026-06-26T22:17:51.175565+00:00
6e3abbf3-84be-461c-ba7c-fe323d28f9b5,32c5a79e-0c8d-4bad-9879-b92af36fdd14,c3ce81bf-3290-4720-af9a-d5729f0aa3b1,high,0.207,lost,email,1269.66,2026-07-21T19:21:51.175565+00:00,
3f4dfcaa-a4e6-45e0-8154-88ab0ef20de8,49ae57f9-a20b-4656-a73b-8fdafc4a8bef,793bf4ec-65cd-4c76-957f-c1074f018fa3,low,0.802,recovered,sms,5574.42,2026-06-22T02:57:51.175565+00:00,2026-06-22T23:57:51.175565+00:00
0e66405b-811a-4a54-b045-4d14f42e01d5,72f03089-7291-4a98-b579-f94277c0127a,b2430197-f625-46ae-9e37-6ec0f304970f,low,0.724,recovered,whatsapp,3475.11,2026-06-07T10:19:51.175565+00:00,2026-06-09T13:19:51.175565+00:00
cb1cb0e0-5f42-4f8b-acb6-1e9ae8f36e04,44d1f0b3-de4b-4f93-92c9-e1f7705ee46a,9768a385-8bb7-4a69-93be-e19a7fe87871,medium,0.613,lost,sms,499.0,2026-07-14T06:21:51.175565+00:00,
308a900e-e92e-4aaf-af12-1f00b6da3ce0,7c356f60-3372-4b2d-b97d-35e0228e1b56,25a24165-a74a-4327-83bb-c0a6c506ec2c,low,0.652,lost,sms,1871.95,2026-06-22T14:44:51.175565+00:00,
5a592172-ab43-4557-b254-b0be96686b0c,cde6212b-e174-4005-87a1-8fb52288972d,2aaf5f78-0e9f-44ad-ba5f-421d22126550,low,0.705,recovered,email,4426.14,2026-07-02T06:58:51.175565+00:00,2026-07-02T11:58:51.175565+00:00
f6da2ff1-235b-450a-8cb1-ae82e738f096,c544f61d-34df-4f25-9538-425c4488c970,db369390-b584-4931-9185-e5e78ef6a4da,medium,0.525,recovered,email,4853.4,2026-06-27T10:16:51.175565+00:00,2026-06-28T10:16:51.175565+00:00
a968c283-a2e6-420f-a525-d36099ddca0c,a0431ae0-c9ff-4c34-b876-2544bc334e27,e75a2261-9591-43cc-aac8-edd5a25693f6,low,0.76,lost,whatsapp,4260.52,2026-07-15T10:27:51.175565+00:00,
a177345e-55e7-462d-abfc-a9a6983c7731,ed83a1d5-f0e1-40ad-8c23-18d0d7582e82,bf312aa7-5193-4596-8606-f414b1e47ce3,low,0.847,recovered,sms,658.61,2026-07-16T19:11:51.175565+00:00,2026-07-17T01:11:51.175565+00:00
6cea7a94-9126-4745-aa56-4deea0fd2208,4cf0f749-46f5-431b-be8d-46ffe7122d59,e58174d0-4027-411c-80cc-0e7fbef085d8,low,0.804,recovered,voice_call,2030.57,2026-07-12T06:21:51.175565+00:00,2026-07-12T15:21:51.175565+00:00
f105bc13-40db-4989-aea3-19ed11dbd84a,c6fe99fc-9f9d-4e46-b5ee-a0f607707f21,04c042a7-eeca-4f31-9711-01e176a9d99b,low,0.734,recovered,whatsapp,1421.4,2026-08-04T12:41:51.175565+00:00,2026-08-06T20:41:51.175565+00:00
ca4c85a6-2fec-47a1-9b0c-0a5e7c16017f,d37457f2-5343-481f-933a-8c6d0a4b8537,bfd10e26-36c4-4e23-82fa-72da31817606,medium,0.502,recovered,email,3107.06,2026-05-27T23:59:51.175565+00:00,2026-05-28T08:59:51.175565+00:00
54497d03-b885-43d7-9413-621069e97eed,313d78e2-b5a4-4b81-b137-c43068ddf25f,5c0b7ed8-0262-466e-a36e-228b8086c621,low,0.706,recovered,email,1287.5,2026-08-17T17:17:51.175565+00:00,2026-08-19T21:17:51.175565+00:00
8c344d6d-f09d-4e26-8981-5716d95f7af5,34723b40-d9c1-4004-bd91-0513b031df25,ecf43f9b-4fac-4d32-b08b-1854b977f9c4,low,0.823,contacted,whatsapp,2630.14,2026-08-20T03:35:51.175565+00:00,
6a9914fa-4a81-4463-8dff-49acf0888900,115dd468-1597-4793-b311-9d35fc9c8024,9762149a-b96d-464e-a98d-2f6d204698a3,medium,0.632,lost,whatsapp,10773.11,2026-07-03T23:13:51.175565+00:00,
ab14b304-da2b-46d6-adad-3dba0f0143f8,734ce9d8-2bcd-4797-aa77-6ac2455700f6,1f475919-43f3-431d-843b-82eca605bf98,low,0.912,recovered,whatsapp,1198.47,2026-07-19T19:02:51.175565+00:00,2026-07-21T02:02:51.175565+00:00
b1f870bf-9d5f-4e7e-86cb-a5ef57218a54,b6b8f2c6-8ae9-474e-9ede-4ffc8184476f,b4181cd6-864c-4aa9-a909-c1fc9adf0595,low,0.708,recovered,email,2082.21,2026-07-21T16:06:51.175565+00:00,2026-07-22T13:06:51.175565+00:00
b62e4712-41a0-46ed-be29-89f4a8fc1703,fe7df60f-7d20-44ee-bab0-c070f16dfbfa,a600004e-d3d2-43b2-967c-cf3c21ce6a4e,medium,0.485,lost,email,2605.29,2026-08-14T23:27:51.175565+00:00,
e2deb14b-6bfd-4bce-ac62-f3e958eef9e1,eb2a6cda-f07d-4b37-a3eb-1a81180b4f85,8794c9f3-d946-4971-a7fb-a853da547101,low,0.802,recovered,email,1455.9,2026-08-15T00:51:51.175565+00:00,2026-08-17T00:51:51.175565+00:00
aa03658d-f28d-459d-94f5-d84491e57bcc,a0410d37-36ef-4007-a287-dc20441a7036,fce193bd-28c1-4ee7-a088-20163a6f88b1,low,0.697,recovered,email,1659.23,2026-07-02T19:04:51.175565+00:00,2026-07-04T20:04:51.175565+00:00
236ad9e1-087e-434d-a8fd-b812807b5bd8,4d6b104b-0a5c-4925-91e0-9de51698d0e0,5bdb147a-98bc-4f57-b426-9a9ce38da9ec,low,0.698,lost,whatsapp,9221.6,2026-06-21T15:03:51.175565+00:00,
51152416-cece-4581-af27-3d4fb49b82e4,3aadb267-ba74-4b41-b77e-0eaa73dd67af,7fc44ed3-362d-4421-a19e-3f49d87bc657,low,0.888,recovered,email,3865.03,2026-08-06T01:22:51.175565+00:00,2026-08-07T07:22:51.175565+00:00
d0d61289-7383-49d9-924e-9dce0533ab05,793c7e5d-14c4-4d28-aff5-f38c0e83b691,c1d94ab3-99b5-4153-804b-6637c00353de,low,0.688,lost,email,1041.73,2026-06-26T16:13:51.175565+00:00,
641950d3-e2b6-46c3-8735-53bf5b7e70cb,27347746-83f6-438d-a1f2-7565f3b7bf20,80e39559-bfa1-45e9-99af-d47e6b8c5b5d,medium,0.476,lost,email,5109.0,2026-07-11T23:07:51.175565+00:00,
0774ae37-0227-4771-8c76-26d69bcc129a,b72bfaee-02e9-4878-80ae-499f83aae620,75ae0ffa-83bc-4062-82f6-80173c22cd3a,medium,0.631,recovered,email,3167.91,2026-08-18T19:48:51.175565+00:00,2026-08-20T19:48:51.175565+00:00
ea082ebb-70e6-4262-a09d-dfe9511f1ca5,23bced58-bcfb-499e-a63d-cd1c826c33ec,94807d4d-f21d-414b-a6b5-e66d9d26dc3a,low,0.832,recovered,sms,972.3,2026-06-13T06:23:51.175565+00:00,2026-06-14T15:23:51.175565+00:00
33fa326c-daa8-450e-a278-c1ef69cd5f54,1069c757-aecf-4ca9-ad64-4139f88e436b,498279c9-e1db-4b91-b863-27bc97c43674,medium,0.483,recovered,whatsapp,2005.93,2026-06-10T23:23:51.175565+00:00,2026-06-13T23:23:51.175565+00:00
50e4df94-bbdd-4134-92dd-e826c2f610f1,12791319-dbe0-4d8d-9ad1-e8e21148eef9,b30ac9c6-c338-45e3-bf25-f90b528613ac,medium,0.592,recovered,email,10143.7,2026-07-22T05:23:51.175565+00:00,2026-07-22T21:23:51.175565+00:00
32decbb8-7ec1-447d-8885-ccf056e0a574,d1e504e3-7c08-4ee9-add7-d03291426d72,97cb3abe-c2bf-4069-bbef-3a39733d47ed,low,0.759,recovered,whatsapp,2178.7,2026-08-10T00:18:51.175565+00:00,2026-08-10T22:18:51.175565+00:00
620640ac-3ebf-4794-a9f7-1ff3b977edd8,b910de50-eacc-4ae8-8a4c-8c3c1087b300,83971362-13c1-4821-83d4-fdb67e1122d5,medium,0.58,recovered,whatsapp,713.92,2026-05-30T20:30:51.175565+00:00,2026-05-31T17:30:51.175565+00:00
b2a6acd7-6f8a-4e0d-a265-be8b0fbd6530,184b797d-0fbf-4e35-abdb-2a34f62962f2,91065953-46d4-4976-bb35-a166d818e0b8,medium,0.391,lost,voice_call,881.35,2026-08-10T01:13:51.175565+00:00,
b10cb986-08de-40c7-b833-954e2b1e00e6,1706aacc-5e38-4f59-b353-91d325fe20b2,f30ce386-ebf9-43e8-825a-8c3a22980d90,high,0.209,lost,whatsapp,18688.62,2026-07-13T04:21:51.175565+00:00,
9a7ffb1e-9115-469c-9685-a5eef336096a,f2e5fccd-3cea-432b-aa1e-d36e88a6b8a2,3661056f-6229-4f46-9dfc-e0f5c8233ba6,low,0.673,lost,email,6064.44,2026-06-17T21:15:51.175565+00:00,
603e7703-94a1-4649-b139-0fb80e5f3b3e,c05a0b1f-3a62-4e49-a221-76c3aec960e4,9367fcf4-a8df-4774-b4b6-812a4d524ed8,low,0.902,recovered,email,5012.37,2026-07-29T22:06:51.175565+00:00,2026-07-30T04:06:51.175565+00:00
20a86fa5-ecd8-450c-ad8c-bb20b89c4c9b,a51d79ac-068c-4c62-a721-6922dc4043eb,32c5851e-b8c3-4376-a96c-ce057d9018f2,medium,0.394,link_opened,whatsapp,2369.87,2026-08-21T10:37:51.175565+00:00,
edbdeb93-cacf-4f8d-b88e-e85bc03de68d,19b65373-81fd-4dec-b89c-f16ce19cff63,b9f8a58b-8b7c-4ea4-b1f2-89162f4636bf,low,0.758,lost,whatsapp,1670.5,2026-06-15T03:58:51.175565+00:00,
